Point{x=3975, y=745}
Point{x=2446, y=2107}
Point{x=2104, y=2532}
Point{x=3807, y=992}
Point{x=3884, y=623}
Point{x=4099, y=490}
Point{x=4359, y=665}
Point{x=757, y=1086}
Point{x=4173, y=578}
Point{x=4189, y=869}
Point{x=2668, y=2725}
Point{x=3678, y=731}
Point{x=3906, y=1065}
Point{x=3917, y=432}
Point{x=2721, y=2381}
Point{x=807, y=650}
Point{x=3997, y=1261}
Point{x=2096, y=2202}
Point{x=4133, y=1090}
Point{x=2525, y=2097}
Point{x=4311, y=961}
Point{x=2410, y=2549}
Point{x=4017, y=984}
Point{x=4239, y=704}
Point{x=3980, y=455}
Point{x=2314, y=2239}
Point{x=631, y=920}
Point{x=2709, y=2243}
Point{x=2247, y=2045}
Point{x=2779, y=2532}
Point{x=3670, y=829}
Point{x=2238, y=2201}
Point{x=2320, y=2546}
Point{x=684, y=651}
Point{x=3984, y=689}
Point{x=725, y=1085}
Point{x=2619, y=2080}
Point{x=2743, y=2598}
Point{x=2632, y=2450}
Point{x=2480, y=2304}
Point{x=3924, y=1111}
Point{x=2193, y=2547}
Point{x=656, y=781}
Point{x=3822, y=1111}
Point{x=4103, y=1019}
Point{x=3885, y=1169}
Point{x=2619, y=2517}
Point{x=2748, y=2224}
Point{x=2530, y=2784}
Point{x=2557, y=2105}
Point{x=843, y=1027}
Point{x=4206, y=997}
Point{x=974, y=935}
Point{x=914, y=981}
Point{x=582, y=788}
Point{x=805, y=662}
Point{x=565, y=879}
Point{x=738, y=1112}
Point{x=807, y=1149}
Point{x=3810, y=1067}
Point{x=2495, y=1903}
Point{x=2302, y=2072}
Point{x=3932, y=519}
Point{x=2451, y=2064}
Point{x=2566, y=2095}
Point{x=472, y=816}
Point{x=3768, y=1004}
Point{x=831, y=1037}
Point{x=4120, y=713}
Point{x=2605, y=2781}
Point{x=2440, y=2913}
Point{x=2419, y=1993}
Point{x=2393, y=2163}
Point{x=645, y=812}
Point{x=2530, y=1975}
Point{x=4066, y=1166}
Point{x=874, y=497}
Point{x=2237, y=1988}
Point{x=2569, y=2288}
Point{x=1121, y=836}
Point{x=3658, y=885}
Point{x=3979, y=397}
Point{x=565, y=694}
Point{x=712, y=851}
Point{x=3880, y=921}
Point{x=2270, y=2349}
Point{x=2620, y=2341}
Point{x=632, y=774}
Point{x=2774, y=2484}
Point{x=797, y=1091}
Point{x=2024, y=2316}
Point{x=2020, y=2188}
Point{x=2528, y=2084}
Point{x=3842, y=635}
Point{x=2566, y=2180}
Point{x=2328, y=2189}
Point{x=4015, y=409}
Point{x=1974, y=2346}
Point{x=3749, y=585}
Point{x=3852, y=655}
Point{x=620, y=699}
Point{x=4240, y=833}
Point{x=3897, y=751}
Point{x=4036, y=886}
Point{x=1008, y=711}
Point{x=568, y=754}
Point{x=4197, y=944}
Point{x=3982, y=502}
Point{x=616, y=998}
Point{x=500, y=880}
Point{x=4220, y=1004}
Point{x=2146, y=2555}
Point{x=630, y=813}
Point{x=2180, y=2100}
Point{x=492, y=873}
Point{x=2966, y=2414}
Point{x=2675, y=2661}
Point{x=3704, y=847}
Point{x=4290, y=875}
Point{x=483, y=802}
Point{x=3978, y=1237}
Point{x=883, y=774}
Point{x=710, y=805}
Point{x=520, y=748}
Point{x=3938, y=514}
Point{x=2268, y=2676}
Point{x=2718, y=2252}
Point{x=1002, y=682}
Point{x=2615, y=2679}
Point{x=1160, y=769}
Point{x=4252, y=931}
Point{x=1919, y=2334}
Point{x=599, y=855}
Point{x=4205, y=929}
Point{x=2699, y=2475}
Point{x=2079, y=2399}
Point{x=694, y=688}
Point{x=2768, y=2499}
Point{x=2573, y=2438}
Point{x=3881, y=832}
Point{x=3724, y=998}
Point{x=988, y=905}
Point{x=2584, y=2815}
Point{x=800, y=943}
Point{x=2444, y=2509}
Point{x=2434, y=2889}
Point{x=2894, y=2303}
Point{x=2800, y=2322}
Point{x=3813, y=540}
Point{x=4233, y=667}
Point{x=2339, y=2315}
Point{x=2434, y=2718}
Point{x=757, y=715}
Point{x=768, y=521}
Point{x=2266, y=2631}
Point{x=2314, y=2562}
Point{x=2732, y=2400}
Point{x=2269, y=2200}
Point{x=4138, y=979}
Point{x=1108, y=891}
Point{x=3807, y=940}
Point{x=2251, y=2263}
Point{x=2197, y=2301}
Point{x=644, y=812}
Point{x=2485, y=2820}
Point{x=2504, y=2003}
Point{x=687, y=570}
Point{x=2288, y=2333}
Point{x=4166, y=975}
Point{x=2383, y=2055}
Point{x=4030, y=1216}
Point{x=2648, y=2335}
Point{x=2535, y=2763}
Point{x=2360, y=1848}
Point{x=2471, y=2066}
Point{x=3896, y=863}
Point{x=4064, y=1209}
Point{x=432, y=771}
Point{x=2583, y=2421}
Point{x=4188, y=498}
Point{x=2514, y=2298}
Point{x=3664, y=868}
Point{x=2689, y=2611}
Point{x=4113, y=508}
Point{x=2301, y=2032}
Point{x=2398, y=2337}
Point{x=2504, y=2282}
Point{x=2289, y=2139}
Point{x=2827, y=2395}
Point{x=3726, y=650}
Point{x=3909, y=1119}
Point{x=785, y=462}
Point{x=2360, y=2436}
Point{x=4208, y=723}
Point{x=1016, y=638}
Point{x=4087, y=727}
Point{x=3889, y=784}
Point{x=1937, y=2507}
Point{x=4050, y=448}
Point{x=620, y=822}
Point{x=565, y=843}
Point{x=668, y=562}
Point{x=4171, y=1089}
Point{x=501, y=753}
Point{x=985, y=600}
Point{x=3766, y=1065}
Point{x=3878, y=772}
Point{x=1051, y=897}
Point{x=3728, y=759}
Point{x=686, y=954}
Point{x=2254, y=2298}
Point{x=2600, y=2131}
Point{x=2475, y=2806}
Point{x=485, y=864}
Point{x=739, y=991}
Point{x=2676, y=2282}
Point{x=2838, y=2344}
Point{x=2629, y=2050}
Point{x=2186, y=2611}
Point{x=3693, y=987}
Point{x=4179, y=816}
Point{x=4280, y=858}
Point{x=807, y=806}
Point{x=4268, y=785}
Point{x=2051, y=2218}
Point{x=2343, y=2103}
Point{x=3710, y=884}
Point{x=4138, y=834}
Point{x=571, y=640}
Point{x=775, y=769}
Point{x=701, y=589}
Point{x=4114, y=938}
Point{x=4015, y=574}
Point{x=667, y=558}
Point{x=3592, y=745}
Point{x=1066, y=762}
Point{x=671, y=605}
Point{x=2699, y=2563}
Point{x=2661, y=2415}
Point{x=4256, y=902}
Point{x=1997, y=2209}
Point{x=2181, y=2312}
Point{x=895, y=777}
Point{x=2286, y=2474}
Point{x=530, y=832}
Point{x=4238, y=950}
Point{x=1004, y=952}
Point{x=672, y=857}
Point{x=867, y=1115}
Point{x=791, y=1047}
Point{x=2736, y=2416}
Point{x=2451, y=2554}
Point{x=684, y=926}
Point{x=792, y=766}
Point{x=4239, y=916}
Point{x=698, y=975}
Point{x=2648, y=2309}
Point{x=2885, y=2410}
Point{x=2235, y=2776}
Point{x=4044, y=562}
Point{x=2737, y=2363}
Point{x=3551, y=850}
Point{x=2262, y=2233}
Point{x=3854, y=976}
Point{x=2700, y=2133}
Point{x=641, y=939}
Point{x=4074, y=826}
Point{x=935, y=595}
Point{x=4304, y=813}
Point{x=416, y=806}
Point{x=1098, y=773}
Point{x=2453, y=2224}
Point{x=3619, y=836}
Point{x=2491, y=2539}
Point{x=652, y=729}
Point{x=4401, y=762}
Point{x=4030, y=555}
Point{x=2609, y=2255}
Point{x=1024, y=638}
Point{x=2287, y=2635}
Point{x=828, y=1104}
Point{x=4159, y=1101}
Point{x=567, y=935}
Point{x=839, y=596}
Point{x=3832, y=871}
Point{x=2669, y=2187}
Point{x=2282, y=2713}
Point{x=743, y=772}
Point{x=1972, y=2234}
Point{x=1978, y=2275}
Point{x=2622, y=2147}
Point{x=899, y=998}
Point{x=2388, y=2848}
Point{x=4114, y=1020}
Point{x=3651, y=757}
Point{x=4047, y=359}
Point{x=2065, y=2494}
Point{x=2806, y=2287}
Point{x=4113, y=1001}
Point{x=1018, y=630}
Point{x=4041, y=988}
Point{x=4396, y=861}
Point{x=3668, y=926}
Point{x=900, y=835}
Point{x=799, y=519}
Point{x=765, y=1122}
Point{x=3864, y=667}
Point{x=2934, y=2458}
Point{x=716, y=927}
Point{x=2455, y=2364}
Point{x=2561, y=2828}
Point{x=2591, y=2622}
Point{x=968, y=923}
Point{x=714, y=688}
Point{x=2327, y=1972}
Point{x=4001, y=321}
Point{x=1871, y=2436}
Point{x=1070, y=844}
Point{x=2206, y=2785}
Point{x=2846, y=2474}
Point{x=688, y=880}
Point{x=3967, y=368}
Point{x=2018, y=2319}
Point{x=4196, y=744}
Point{x=2541, y=2836}
Point{x=2779, y=2562}
Point{x=4348, y=691}
Point{x=2074, y=2451}
Point{x=4445, y=766}
Point{x=2590, y=2145}
Point{x=984, y=601}
Point{x=3913, y=590}
Point{x=3899, y=673}
Point{x=4241, y=1042}
Point{x=515, y=905}
Point{x=627, y=885}
Point{x=2730, y=2269}
Point{x=4032, y=526}
Point{x=3919, y=1147}
Point{x=2602, y=2298}
Point{x=3994, y=1045}
Point{x=4309, y=899}
Point{x=2583, y=2232}
Point{x=828, y=617}
Point{x=4143, y=950}
Point{x=3853, y=529}
Point{x=3611, y=710}
Point{x=2250, y=2133}
Point{x=1057, y=797}
Point{x=2465, y=2039}
Point{x=626, y=642}
Point{x=2413, y=2616}
Point{x=695, y=1059}
Point{x=2191, y=2063}
Point{x=2528, y=2042}
Point{x=2578, y=2521}
Point{x=3853, y=995}
Point{x=2491, y=2093}
Point{x=414, y=810}
Point{x=2243, y=2599}
Point{x=797, y=689}
Point{x=3695, y=634}
Point{x=2313, y=2818}
Point{x=3989, y=472}
Point{x=2559, y=2272}
Point{x=2658, y=2580}
Point{x=4319, y=734}
Point{x=2149, y=2100}
Point{x=2701, y=2573}
Point{x=3852, y=667}
Point{x=2635, y=2230}
Point{x=2107, y=2482}
Point{x=655, y=667}
Point{x=2674, y=2533}
Point{x=2506, y=2244}
Point{x=3842, y=692}
Point{x=4329, y=895}
Point{x=4186, y=1092}
Point{x=2796, y=2357}
Point{x=1022, y=692}
Point{x=2509, y=2141}
Point{x=3616, y=878}
Point{x=740, y=791}
Point{x=584, y=939}
Point{x=685, y=883}
Point{x=447, y=815}
Point{x=2279, y=2389}
Point{x=1155, y=790}
Point{x=2296, y=2476}
Point{x=2351, y=1989}
Point{x=2703, y=2280}
Point{x=2411, y=2385}
Point{x=4266, y=856}
Point{x=2292, y=2882}
Point{x=2374, y=2264}
Point{x=2384, y=2675}
Point{x=1179, y=797}
Point{x=2130, y=2629}
Point{x=3832, y=1080}
Point{x=2505, y=2721}
Point{x=2622, y=2680}
Point{x=914, y=1083}
Point{x=676, y=538}
Point{x=4279, y=989}
Point{x=765, y=914}
Point{x=4045, y=704}
Point{x=2780, y=2531}
Point{x=3975, y=454}
Point{x=2442, y=2087}
Point{x=774, y=427}
Point{x=3906, y=806}
Point{x=535, y=810}
Point{x=2597, y=2676}
Point{x=4006, y=766}
Point{x=2363, y=1847}
Point{x=595, y=682}
Point{x=2777, y=2296}
Point{x=910, y=616}
Point{x=818, y=478}
Point{x=2497, y=2469}
Point{x=735, y=719}
Point{x=3892, y=1043}
Point{x=4183, y=1061}
Point{x=1863, y=2363}
Point{x=4220, y=953}
Point{x=803, y=957}
Point{x=556, y=668}
Point{x=2037, y=2277}
Point{x=2138, y=2066}
Point{x=2371, y=2105}
Point{x=4150, y=789}
Point{x=2213, y=2208}
Point{x=3935, y=743}
Point{x=1127, y=797}
Point{x=2259, y=2444}
Point{x=3973, y=774}
Point{x=817, y=1102}
Point{x=743, y=988}
Point{x=2125, y=2556}
Point{x=2468, y=2271}
Point{x=760, y=734}
Point{x=2095, y=2635}
Point{x=2467, y=2242}
Point{x=2021, y=2513}
Point{x=2489, y=2065}
Point{x=4231, y=997}
Point{x=3777, y=1016}
Point{x=961, y=587}
Point{x=2227, y=2782}
Point{x=3839, y=1064}
Point{x=3860, y=1097}
Point{x=3812, y=835}
Point{x=720, y=486}
Point{x=2675, y=2356}
Point{x=4134, y=547}
Point{x=2085, y=2134}
Point{x=2315, y=2590}
Point{x=2654, y=2537}
Point{x=644, y=729}
Point{x=2352, y=2728}
Point{x=3974, y=641}
Point{x=1087, y=713}
Point{x=1035, y=928}
Point{x=2327, y=2866}
Point{x=877, y=935}
Point{x=2066, y=2309}
Point{x=2440, y=2919}
Point{x=838, y=955}
Point{x=2771, y=2562}
Point{x=2520, y=2641}
Point{x=2123, y=2131}
Point{x=4421, y=855}
Point{x=1021, y=905}
Point{x=2664, y=2456}
Point{x=2083, y=2143}
Point{x=698, y=510}
Point{x=828, y=1020}
Point{x=4069, y=991}
Point{x=4330, y=832}
Point{x=2791, y=2322}
Point{x=4087, y=491}
Point{x=3709, y=612}
Point{x=2280, y=2667}
Point{x=2670, y=2358}
Point{x=2213, y=2612}
Point{x=728, y=524}
Point{x=689, y=773}
Point{x=3988, y=649}
Point{x=671, y=612}
Point{x=4046, y=1147}
Point{x=2725, y=2668}
Point{x=4106, y=647}
Point{x=2313, y=2255}
Point{x=2688, y=2356}
Point{x=2485, y=2376}
Point{x=2126, y=2591}
Point{x=2353, y=2706}
Point{x=4409, y=822}
Point{x=4232, y=966}
Point{x=2696, y=2464}
Point{x=860, y=496}
Point{x=3925, y=1192}
Point{x=2550, y=2133}
Point{x=3941, y=849}
Point{x=4027, y=554}
Point{x=3927, y=1088}
Point{x=2090, y=2144}
Point{x=736, y=490}
Point{x=3833, y=770}
Point{x=879, y=761}
Point{x=957, y=783}
Point{x=559, y=795}
Point{x=2435, y=1842}
Point{x=3888, y=652}
Point{x=2681, y=2325}
Point{x=4170, y=649}
Point{x=4421, y=845}
Point{x=2097, y=2371}
Point{x=671, y=914}
Point{x=4204, y=554}
Point{x=890, y=852}
Point{x=4228, y=828}
Point{x=2542, y=1958}
Point{x=2620, y=2490}
Point{x=3756, y=579}
Point{x=2632, y=2689}
Point{x=2745, y=2610}
Point{x=2399, y=2248}
Point{x=858, y=599}
Point{x=740, y=622}
Point{x=1031, y=775}
Point{x=1936, y=2429}
Point{x=2510, y=2194}
Point{x=2407, y=2692}
Point{x=3779, y=1022}
Point{x=3737, y=762}
Point{x=4011, y=476}
Point{x=963, y=754}
Point{x=2178, y=2705}
Point{x=674, y=600}
Point{x=3730, y=905}
Point{x=4056, y=510}
Point{x=3944, y=571}
Point{x=972, y=667}
Point{x=1157, y=827}
Point{x=846, y=846}
Point{x=3692, y=773}
Point{x=3844, y=889}
Point{x=2367, y=2525}
Point{x=2124, y=2116}
Point{x=3980, y=809}
Point{x=2468, y=2685}
Point{x=1832, y=2397}
Point{x=806, y=1134}
Point{x=3934, y=383}
Point{x=2209, y=2197}
Point{x=2326, y=2101}
Point{x=765, y=696}
Point{x=4128, y=606}
Point{x=4151, y=626}
Point{x=2322, y=2830}
Point{x=2211, y=2021}
Point{x=4028, y=588}
Point{x=2631, y=2351}
Point{x=2534, y=2002}
Point{x=3895, y=557}
Point{x=951, y=811}
Point{x=4201, y=957}
Point{x=2222, y=2296}
Point{x=828, y=922}
Point{x=537, y=799}
Point{x=3995, y=774}
Point{x=3997, y=525}
Point{x=3546, y=806}
Point{x=2347, y=2407}
Point{x=2351, y=2295}
Point{x=466, y=861}
Point{x=2502, y=2079}
Point{x=4277, y=640}
Point{x=669, y=811}
Point{x=4142, y=891}
Point{x=4026, y=821}
Point{x=2148, y=2339}
Point{x=2369, y=2716}
Point{x=567, y=710}
Point{x=4234, y=586}
Point{x=871, y=878}
Point{x=979, y=665}
Point{x=2733, y=2455}
Point{x=684, y=757}
Point{x=2649, y=2346}
Point{x=2467, y=2219}
Point{x=2511, y=2270}
Point{x=1074, y=679}
Point{x=2187, y=2111}
Point{x=2470, y=2391}
Point{x=842, y=1007}
Point{x=2496, y=2409}
Point{x=947, y=928}
Point{x=3940, y=498}
Point{x=724, y=867}
Point{x=2108, y=2700}
Point{x=3784, y=660}
Point{x=2447, y=1865}
Point{x=960, y=777}
Point{x=2491, y=2068}
Point{x=3990, y=1052}
Point{x=4024, y=1178}
Point{x=3961, y=420}
Point{x=2304, y=2203}
Point{x=3831, y=709}
Point{x=873, y=750}
Point{x=2680, y=2526}
Point{x=770, y=581}
Point{x=2191, y=2586}
Point{x=2081, y=2358}
Point{x=1998, y=2298}
Point{x=4034, y=1188}
Point{x=3858, y=560}
Point{x=2167, y=2038}
Point{x=757, y=562}
Point{x=4045, y=1141}
Point{x=2330, y=2005}
Point{x=3909, y=765}
Point{x=4054, y=818}
Point{x=4425, y=794}
Point{x=2359, y=1868}
Point{x=802, y=743}
Point{x=3959, y=1018}
Point{x=841, y=846}
Point{x=4237, y=609}
Point{x=800, y=799}
Point{x=4083, y=755}
Point{x=600, y=845}
Point{x=2294, y=2403}
Point{x=2448, y=2672}
Point{x=2746, y=2589}
Point{x=1939, y=2383}
Point{x=778, y=628}
Point{x=1970, y=2315}
Point{x=2041, y=2323}
Point{x=4053, y=706}
Point{x=794, y=1193}
Point{x=4234, y=774}
Point{x=2396, y=2653}
Point{x=4093, y=883}
Point{x=4064, y=483}
Point{x=3729, y=574}
Point{x=861, y=497}
Point{x=2419, y=2317}
Point{x=2037, y=2459}
Point{x=2454, y=2402}
Point{x=2890, y=2367}
Point{x=1151, y=801}
Point{x=2712, y=2468}
Point{x=4022, y=1105}
Point{x=2344, y=1931}
Point{x=890, y=749}
Point{x=2665, y=2220}
Point{x=2184, y=2221}
Point{x=2428, y=2789}
Point{x=799, y=593}
Point{x=2634, y=2526}
Point{x=4202, y=755}
Point{x=2099, y=2447}
Point{x=4222, y=787}
Point{x=2581, y=2687}
Point{x=2595, y=2525}
Point{x=4044, y=554}
Point{x=4037, y=919}
Point{x=2279, y=2877}
Point{x=2339, y=1872}
Point{x=938, y=594}
Point{x=762, y=857}
Point{x=4006, y=796}
Point{x=4294, y=812}
Point{x=2816, y=2338}
Point{x=3737, y=598}
Point{x=2122, y=2470}
Point{x=795, y=1107}
Point{x=3931, y=646}
Point{x=4315, y=866}
Point{x=612, y=939}
Point{x=1017, y=857}
Point{x=3622, y=792}
Point{x=1831, y=2392}
Point{x=4108, y=865}
Point{x=3616, y=827}
Point{x=2364, y=2476}
Point{x=2540, y=2007}
Point{x=753, y=849}
Point{x=2711, y=2444}
Point{x=2210, y=2695}
Point{x=2460, y=1898}
Point{x=1093, y=877}
Point{x=701, y=551}
Point{x=2335, y=2164}
Point{x=2665, y=2396}
Point{x=2677, y=2413}
Point{x=3949, y=381}
Point{x=4261, y=922}
Point{x=2345, y=2013}
Point{x=3862, y=708}
Point{x=1038, y=693}
Point{x=2413, y=2220}
Point{x=3764, y=583}
Point{x=4204, y=867}
Point{x=3638, y=663}
Point{x=2382, y=2971}
Point{x=2178, y=2623}
Point{x=730, y=873}
Point{x=2351, y=2700}
Point{x=2421, y=2492}
Point{x=4199, y=917}
Point{x=2080, y=2139}
Point{x=3817, y=592}
Point{x=4071, y=410}
Point{x=998, y=652}
Point{x=2723, y=2473}
Point{x=2321, y=2234}
Point{x=669, y=685}
Point{x=3975, y=757}
Point{x=2258, y=2085}
Point{x=2202, y=2295}
Point{x=4425, y=755}
Point{x=2466, y=2334}
Point{x=938, y=869}
Point{x=2543, y=2615}
Point{x=3925, y=730}
Point{x=868, y=666}
Point{x=1985, y=2395}
Point{x=2836, y=2261}
Point{x=594, y=710}
Point{x=2303, y=2092}
Point{x=2213, y=2454}
Point{x=2005, y=2587}
Point{x=2086, y=2619}
Point{x=3954, y=588}
Point{x=4128, y=911}
Point{x=906, y=609}
Point{x=4282, y=944}
Point{x=3768, y=542}
Point{x=928, y=1054}
Point{x=2513, y=2294}
Point{x=1892, y=2458}
Point{x=2218, y=2365}
Point{x=2141, y=2109}
Point{x=3719, y=626}
Point{x=750, y=728}
Point{x=2236, y=2050}
Point{x=2562, y=2143}
Point{x=650, y=807}
Point{x=2208, y=2296}
Point{x=2361, y=1958}
Point{x=782, y=742}
Point{x=2375, y=1845}
Point{x=3771, y=833}
Point{x=884, y=648}
Point{x=4208, y=736}
Point{x=3747, y=892}
Point{x=3616, y=859}
Point{x=2369, y=2347}
Point{x=2355, y=1963}
Point{x=2414, y=2284}
Point{x=2351, y=2415}
Point{x=4216, y=895}
Point{x=590, y=730}
Point{x=4140, y=532}
Point{x=2556, y=2532}
Point{x=2388, y=2044}
Point{x=580, y=848}
Point{x=2366, y=2035}
Point{x=1061, y=847}
Point{x=775, y=643}
Point{x=4348, y=717}
Point{x=3860, y=568}
Point{x=695, y=808}
Point{x=457, y=788}
Point{x=4307, y=863}
Point{x=2363, y=1923}
Point{x=2392, y=2968}
Point{x=1842, y=2399}
Point{x=862, y=746}
Point{x=3782, y=716}
Point{x=775, y=771}
Point{x=4277, y=580}
Point{x=3897, y=623}
Point{x=3902, y=925}
Point{x=2671, y=2434}
Point{x=4052, y=529}
Point{x=754, y=607}
Point{x=2330, y=2829}
Point{x=4099, y=1151}
Point{x=3977, y=1014}
Point{x=1918, y=2358}
Point{x=2347, y=2547}
Point{x=696, y=1068}
Point{x=682, y=640}
Point{x=4120, y=617}
Point{x=2769, y=2589}
Point{x=761, y=818}
Point{x=3923, y=946}
Point{x=4169, y=943}
Point{x=831, y=1087}
Point{x=1016, y=855}
Point{x=3809, y=748}
Point{x=4175, y=1000}
Point{x=951, y=886}
Point{x=1956, y=2306}
Point{x=1891, y=2413}
Point{x=2221, y=2211}
Point{x=4265, y=652}
Point{x=3798, y=952}
Point{x=3959, y=861}
Point{x=2176, y=2230}
Point{x=1120, y=854}
Point{x=3879, y=1155}
Point{x=769, y=1080}
Point{x=918, y=683}
Point{x=4142, y=634}
Point{x=2307, y=2298}
Point{x=572, y=962}
Point{x=2655, y=2389}
Point{x=791, y=461}
Point{x=2416, y=2209}
Point{x=3612, y=721}
Point{x=2269, y=2738}
Point{x=709, y=1071}
Point{x=4345, y=878}
Point{x=2378, y=2361}
Point{x=3938, y=1209}
Point{x=2597, y=2589}
Point{x=3745, y=916}
Point{x=984, y=735}
Point{x=727, y=959}
Point{x=3851, y=863}
Point{x=4053, y=1090}
Point{x=577, y=677}
Point{x=4128, y=996}
Point{x=4315, y=824}
Point{x=4094, y=880}
Point{x=3804, y=636}
Point{x=3653, y=793}
Point{x=4098, y=1150}
Point{x=3792, y=602}
Point{x=4011, y=562}
Point{x=1964, y=2533}
Point{x=3997, y=881}
Point{x=2413, y=2186}
Point{x=981, y=593}
Point{x=3689, y=857}
Point{x=644, y=744}
Point{x=975, y=691}
Point{x=2153, y=2267}
Point{x=2513, y=1976}
Point{x=4025, y=667}
Point{x=4111, y=836}
Point{x=4215, y=845}
Point{x=4026, y=865}
Point{x=4149, y=597}
Point{x=4221, y=865}
Point{x=2198, y=2599}
Point{x=2444, y=2537}
Point{x=602, y=663}
Point{x=2593, y=2246}
Point{x=4024, y=1139}
Point{x=4271, y=1023}
Point{x=1987, y=2276}
Point{x=3825, y=1055}
Point{x=4391, y=804}
Point{x=4481, y=786}
Point{x=2093, y=2452}
Point{x=3710, y=847}
Point{x=750, y=696}
Point{x=676, y=774}
Point{x=2329, y=2763}
Point{x=4006, y=431}
Point{x=656, y=623}
Point{x=3796, y=1010}
Point{x=3992, y=495}
Point{x=2602, y=2603}
Point{x=2486, y=1990}
Point{x=2119, y=2667}
Point{x=2838, y=2491}
Point{x=2497, y=2690}
Point{x=2510, y=2589}
Point{x=3982, y=1064}
Point{x=4043, y=435}
Point{x=4113, y=710}
Point{x=2643, y=2448}
Point{x=2564, y=2507}
Point{x=3871, y=932}
Point{x=2456, y=2101}
Point{x=938, y=948}
Point{x=2428, y=2606}
Point{x=4093, y=827}
Point{x=2825, y=2253}
Point{x=2498, y=2774}
Point{x=3966, y=973}
Point{x=598, y=647}
Point{x=752, y=511}
Point{x=2548, y=2202}
Point{x=4057, y=1088}
Point{x=4099, y=878}
Point{x=736, y=900}
Point{x=3863, y=492}
Point{x=2427, y=1908}
Point{x=947, y=561}
Point{x=2618, y=2049}
Point{x=853, y=573}
Point{x=3888, y=440}
Point{x=3958, y=928}
Point{x=1006, y=872}
Point{x=865, y=637}
Point{x=3936, y=995}
Point{x=4164, y=639}
Point{x=2547, y=2676}
Point{x=2499, y=2230}
Point{x=2570, y=2238}
Point{x=3651, y=902}
Point{x=4244, y=894}
Point{x=2603, y=2676}
Point{x=2528, y=2347}
Point{x=4260, y=704}
Point{x=2808, y=2540}
Point{x=2531, y=2714}
Point{x=3855, y=583}
Point{x=2712, y=2426}
Point{x=2419, y=2463}
Point{x=3982, y=882}
Point{x=2148, y=2257}
Point{x=987, y=644}
Point{x=2625, y=2328}
Point{x=768, y=550}
Point{x=3937, y=995}
Point{x=2140, y=2701}
Point{x=885, y=635}
Point{x=1118, y=730}
Point{x=2529, y=2190}
Point{x=864, y=770}
Point{x=716, y=861}
Point{x=2642, y=2307}
Point{x=3678, y=684}
Point{x=2370, y=2250}
Point{x=2160, y=2717}
Point{x=3777, y=932}
Point{x=2453, y=2288}
Point{x=2252, y=2566}
Point{x=2421, y=2277}
Point{x=2266, y=2114}
Point{x=4343, y=748}
Point{x=2805, y=2231}
Point{x=742, y=784}
Point{x=3763, y=712}
Point{x=4024, y=943}
Point{x=2009, y=2437}
Point{x=4443, y=751}
Point{x=2341, y=2790}
Point{x=4197, y=742}
Point{x=2591, y=2496}
Point{x=911, y=954}
Point{x=3980, y=941}
Point{x=3966, y=859}
Point{x=2635, y=2129}
Point{x=4229, y=917}
Point{x=890, y=565}
Point{x=4087, y=477}
Point{x=2649, y=2470}
Point{x=1170, y=773}
Point{x=4007, y=1267}
Point{x=3815, y=518}
Point{x=4397, y=823}
Point{x=2956, y=2438}
Point{x=908, y=660}
Point{x=4457, y=773}
Point{x=2333, y=2824}
Point{x=652, y=964}
Point{x=3784, y=985}
Point{x=2656, y=2075}
Point{x=2250, y=2787}
Point{x=2345, y=2615}
Point{x=2391, y=2402}
Point{x=2594, y=2642}
Point{x=848, y=699}
Point{x=925, y=580}
Point{x=2601, y=2637}
Point{x=2879, y=2345}
Point{x=2892, y=2455}
Point{x=1984, y=2361}
Point{x=2700, y=2688}
Point{x=2201, y=2526}
Point{x=4103, y=691}
Point{x=826, y=962}
Point{x=2293, y=2601}
Point{x=4058, y=1130}
Point{x=4020, y=562}
Point{x=1980, y=2272}
Point{x=699, y=801}
Point{x=3942, y=486}
Point{x=2170, y=2137}
Point{x=3573, y=827}
Point{x=1010, y=611}
Point{x=2734, y=2600}
Point{x=2883, y=2469}
Point{x=3882, y=645}
Point{x=3589, y=793}
Point{x=3829, y=592}
Point{x=2606, y=2190}
Point{x=2728, y=2437}
Point{x=891, y=851}
Point{x=2340, y=2271}
Point{x=2347, y=2081}
Point{x=3906, y=1133}
Point{x=2541, y=2773}
Point{x=2720, y=2440}
Point{x=904, y=912}
Point{x=799, y=929}
Point{x=2499, y=2138}
Point{x=773, y=593}
Point{x=2848, y=2299}
Point{x=3861, y=659}
Point{x=2588, y=2365}
Point{x=746, y=493}
Point{x=4293, y=839}
Point{x=2259, y=2839}
Point{x=3760, y=862}
Point{x=3856, y=874}
Point{x=2753, y=2376}
Point{x=2360, y=2324}
Point{x=801, y=1070}
Point{x=989, y=850}
Point{x=784, y=914}
Point{x=786, y=619}
Point{x=3561, y=756}
Point{x=615, y=799}
Point{x=2044, y=2539}
Point{x=583, y=939}
Point{x=1000, y=846}
Point{x=3686, y=686}
Point{x=1071, y=921}
Point{x=2023, y=2289}
Point{x=2450, y=1943}
Point{x=3979, y=1162}
Point{x=2318, y=2410}
Point{x=4006, y=972}
Point{x=3599, y=825}
Point{x=2650, y=2718}
Point{x=2308, y=2313}
Point{x=2271, y=2179}
Point{x=1960, y=2402}
Point{x=4256, y=672}
Point{x=3961, y=1110}
Point{x=2356, y=2830}
Point{x=2411, y=2714}
Point{x=2101, y=2503}
